0, 0, Header, 1, 6, 384
1, 0, Start_track
1, 0, Title_t, "control track"
1, 0, Text_t, "creator: "
1, 0, Text_t, "GNU LilyPond 2.18.2           "
1, 0, Time_signature, 4, 2, 18, 8
1, 0, Tempo, 600000
1, 0, End_track
2, 0, Start_track
2, 0, Title_t, "trackB:voiceA"
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 7, 100
2, 0, Key_signature, -1, "major"
2, 384, Note_on_c, 0, 72, 90
2, 768, Note_on_c, 0, 72, 0
2, 768, Note_on_c, 0, 72, 90
2, 1152, Note_on_c, 0, 72, 0
2, 1152, Note_on_c, 0, 74, 90
2, 1536, Note_on_c, 0, 74, 0
2, 1536, Note_on_c, 0, 76, 90
2, 2688, Note_on_c, 0, 76, 0
2, 2688, Note_on_c, 0, 77, 90
2, 3072, Note_on_c, 0, 77, 0
2, 3072, Note_on_c, 0, 74, 90
2, 3648, Note_on_c, 0, 74, 0
2, 3648, Note_on_c, 0, 72, 90
2, 3840, Note_on_c, 0, 72, 0
2, 3840, Note_on_c, 0, 70, 90
2, 4224, Note_on_c, 0, 70, 0
2, 4224, Note_on_c, 0, 69, 90
2, 4608, Note_on_c, 0, 69, 0
2, 4608, Note_on_c, 0, 67, 90
2, 5760, Note_on_c, 0, 67, 0
2, 5760, Note_on_c, 0, 67, 90
2, 6144, Note_on_c, 0, 67, 0
2, 6144, Note_on_c, 0, 70, 90
2, 6720, Note_on_c, 0, 70, 0
2, 6720, Note_on_c, 0, 72, 90
2, 6912, Note_on_c, 0, 72, 0
2, 6912, Note_on_c, 0, 74, 90
2, 7296, Note_on_c, 0, 74, 0
2, 7296, Note_on_c, 0, 69, 90
2, 7680, Note_on_c, 0, 69, 0
2, 7680, Note_on_c, 0, 72, 90
2, 8064, Note_on_c, 0, 72, 0
2, 8064, Note_on_c, 0, 65, 90
2, 8448, Note_on_c, 0, 65, 0
2, 8448, Note_on_c, 0, 67, 90
2, 9024, Note_on_c, 0, 67, 0
2, 9024, Note_on_c, 0, 65, 90
2, 9216, Note_on_c, 0, 65, 0
2, 9216, Note_on_c, 0, 65, 90
2, 9984, Note_on_c, 0, 65, 0
2, 11136, Note_on_c, 0, 77, 90
2, 11712, Note_on_c, 0, 77, 0
2, 11712, Note_on_c, 0, 77, 90
2, 11904, Note_on_c, 0, 77, 0
2, 11904, Note_on_c, 0, 76, 90
2, 12288, Note_on_c, 0, 76, 0
2, 12288, Note_on_c, 0, 74, 90
2, 13440, Note_on_c, 0, 74, 0
2, 13440, Note_on_c, 0, 72, 90
2, 13824, Note_on_c, 0, 72, 0
2, 13824, Note_on_c, 0, 71, 90
2, 14208, Note_on_c, 0, 71, 0
2, 14208, Note_on_c, 0, 72, 90
2, 14592, Note_on_c, 0, 72, 0
2, 14592, Note_on_c, 0, 74, 90
2, 15168, Note_on_c, 0, 74, 0
2, 15168, Note_on_c, 0, 72, 90
2, 15360, Note_on_c, 0, 72, 0
2, 15360, Note_on_c, 0, 72, 90
2, 16128, Note_on_c, 0, 72, 0
2, 16512, Note_on_c, 0, 79, 90
2, 16896, Note_on_c, 0, 79, 0
2, 16896, Note_on_c, 0, 72, 90
2, 17280, Note_on_c, 0, 72, 0
2, 17280, Note_on_c, 0, 77, 90
2, 17664, Note_on_c, 0, 77, 0
2, 17664, Note_on_c, 0, 70, 90
2, 18048, Note_on_c, 0, 70, 0
2, 18048, Note_on_c, 0, 74, 90
2, 18432, Note_on_c, 0, 74, 0
2, 18432, Note_on_c, 0, 67, 90
2, 18816, Note_on_c, 0, 67, 0
2, 18816, Note_on_c, 0, 69, 90
2, 19008, Note_on_c, 0, 69, 0
2, 19008, Note_on_c, 0, 70, 90
2, 19200, Note_on_c, 0, 70, 0
2, 19200, Note_on_c, 0, 72, 90
2, 19776, Note_on_c, 0, 72, 0
2, 19776, Note_on_c, 0, 70, 90
2, 19968, Note_on_c, 0, 70, 0
2, 19968, Note_on_c, 0, 69, 90
2, 20736, Note_on_c, 0, 69, 0
2, 21888, Note_on_c, 0, 77, 90
2, 22464, Note_on_c, 0, 77, 0
2, 22464, Note_on_c, 0, 77, 90
2, 22656, Note_on_c, 0, 77, 0
2, 22656, Note_on_c, 0, 76, 90
2, 23040, Note_on_c, 0, 76, 0
2, 23040, Note_on_c, 0, 74, 90
2, 24192, Note_on_c, 0, 74, 0
2, 24192, Note_on_c, 0, 72, 90
